0,"Perfect watch!Light weight, stylish can't think of any drawbacks.Works well with alarms and after a swimLove the function now I do not have to enter password for my Mac when I'm wearing the Watch as it is automatically unlocking it."
1,I love the watch from the day I bought it. I don’t have the cellular function but this doesn’t bother me as I carry my phone around or it’s always within the distance required to make the call.
2,"It’s a great device for tracking my activities during the day. It keeps track of my steps, walking or any exercise I do. Also it notifies me about my msg, emails or any other notifications important to me so I don’t need to have my phone with me all the time but still keep track of important notifications. I also use it to listen to music without taking my phone out with me. I love this product and recommend it"
3,Worth the price tag considering what some people would pay for a simple analog watch with a brand logo on it. Great for tracking your fitness and easy to look at messages and notifications. The replying does get a bit sluggish at time.
4,"I never realised how much having a smart watch would motivate me. Quite simply, I've exercised almost every day since purchasing the watch whereas before I would be lucky to get out and exercise maybe once a month."
5,He Apple Watch needs to have more accurate fitness tracker. The god tracking is good and the battery life on the Apple Watch is amazing. Buy he Apple Watch if you need to check the notifications when In important meetings
6,"Have been using it nearly every day, mainly for calls and music. Some apps don't update as well such as Facebook messenger, but everything else is very streamline & easy to use."
7,"Absolutely love the Apple Watch. I’d be lost without it now. It gives me the freedom to move around at work, pack boxes and talk on the phone yet have my hands free of the phone while I do things. The quality of the sound during a phone is surprisingly very good. It lets me know that I have text messages or Skype messages with a nice tone and vibration on the wrist without having to constantly pick up the phone to check every time. At work my phone is constantly receiving messages and calls and it is so nice to not have the phone in my hand all day."
8,"This watch is my daily driver and it is amazing. It helps me keep track of which lessons I have and where I have them and gives me notifications at my fingertips where I don't have to pull out my phone, for example in a movie. After about a year of use it does get a bit scratchy tho but other than that it is a perfect compliment to the iphone."
9,"The watch and all its features is great. However, it cannot handle everyday wear and tear and will crack very easily, which Apple can repair for you at a cost just below the price of a new watch.Three months it lasted, not even wearing it during sport."
10,"I purchased this watch 2 years ago, using it everyday day and all I have to say is that it works as the first day I bought it and the rubber and components which it is made off  looks like new. A good watch to buy, and more now that the price has drop a beat."
11,I love this watch. I have an LTE version which means you can use your watch as your phone even though you forgot to take your mobile. Very handy feature. Love the look and build quality. Speaker phone is very clear and easy to listen to. Only downside is the PRICE.
12,"As an Apple user, an absolute beauty to the apple addition.Use it every day; battery life serves me well. Bluetooth compatible with BOSE wireless headphones, making every day tangle free. Records physical activity accurately, even when submerged underneath water.Well done Apple."
13,"I received the iwatch s3 as a gift from my Mum, which probably saved for this for months. I tapped the wall with the watch, the screen smashed. Apple will charge $420 for a new screen which is ALMOST the cost of the new watch. I feel extremely ripped off, I also had received accessories for the watch as a gift from my sister. So everything is just sitting there at home. I used the watch for 2 months at the most. I feel terrible about this and I believe it is completely unfair to the consumer, I would never recommend this watch to anyone. It is definitely not built to last... like a lot of things these days."
14,"Was getting changed when i heard a *bang* looked down and the watch had exploded, the glass screen had come away from the watch.Took it to the apple store, genius went over it with a microscope, found a tiny crack and then told me that it must have been accidental damage so isn't covered.When i questioned this he was rude and asked me to leave.Look through further reviews and most are the same, build quality is awful"
15,"Helps keep me active,can track my steps also can track what ever exercise you do, best watch ever bought, it is worth every cent. It is easy to charge and also very easy to use"
16,"Happy with series 1, 2+yrs, 3mths out of warranty. Face crystal fell off! Took it back to Apple Store: battery had swollen. Apple action? Nothing. Suggested buy a series 4."
17,"Now I’ve broken the watch face on 2 apple watches in a 6-month period. One, I don’t even remember hitting it on anything and now there’s a hairline crack around the entire face. It’s cool because it flips open so you can see all the cheap Chinese garbage inside."
18,I was trying to decide whether to get the latest watch or just go with third gen. So glad I got this one. I mainly use it to track calories out and steps. Love it so much and don’t go a day without wearing it.
19,If you are looking for a watch you can use as a phone the Apple Watch will be  the best purchase for you. But if you are hoping to upgrade your FitBit to some thing you are able to swim in and track all your fitness....stick with your FitBit type watch that’s waterproof.
20,"I love my apple watch so much. I was never a watch wearer until I bought my apple watch. It's incredible!! I use it for practically everything exercise, calling people, apple pay and so many other things. Definitely recommend 10/10."
21,love this one as i can answer my phone even if i am in a pool. so handy and of course the style is as Apple always does perfectly.  I am an Apple user lover and recomender in every way. i dont use it for fitness only the rings
